go_id	Evidence	gene_id
GO:0006367	ISO	wisp2
GO:0046330	ISO	wisp2
GO:0008201	ISO	wisp2
GO:0060548	ISO	wisp2
GO:0051496	ISO	wisp2
GO:0031012	ISO	wisp2
GO:0008544	ISO	wisp2
GO:0045597	ISO	wisp2
GO:0005520	ISO	wisp2
GO:0001968	ISO	wisp2
GO:0005178	ISO	wisp2
GO:0008083	ISO	wisp2
GO:0001502	ISO	wisp2
GO:0001503	ISO	wisp2
GO:0001525	ISO	wisp2
GO:0001894	ISO	wisp2
GO:0001934	ISO	wisp2
GO:0007160	ISO	wisp2
GO:0007229	ISO	wisp2
GO:0007568	ISO	wisp2
GO:0008284	ISO	wisp2
GO:0008543	ISO	wisp2
GO:0009749	ISO	wisp2
GO:0010628	ISO	wisp2
GO:0010629	ISO	wisp2
GO:0010942	ISO	wisp2
GO:0014070	ISO	wisp2
GO:0016477	ISO	wisp2
GO:0030154	ISO	wisp2
GO:0030324	ISO	wisp2
GO:0032330	ISO	wisp2
GO:0032355	ISO	wisp2
GO:0032967	ISO	wisp2
GO:0034059	ISO	wisp2
GO:0035556	ISO	wisp2
GO:0035988	ISO	wisp2
GO:0043200	ISO	wisp2
GO:0043280	ISO	wisp2
GO:0043434	ISO	wisp2
GO:0050867	ISO	wisp2
GO:0051385	ISO	wisp2
GO:0060401	ISO	wisp2
GO:0060452	ISO	wisp2
GO:0060548	ISO	wisp2
GO:0061448	ISO	wisp2
GO:0070278	ISO	wisp2
GO:0070318	ISO	wisp2
GO:0070542	ISO	wisp2
GO:0072593	ISO	wisp2
GO:0005615	ISO	wisp2
GO:0005801	ISO	wisp2
GO:0005829	ISO	wisp2
GO:0005938	ISO	wisp2
GO:0031012	ISO	wisp2
GO:0048471	ISO	wisp2
GO:0055114	ISO	ptgr2
GO:0047522	ISO	ptgr2
GO:0006693	ISO	ptgr2
GO:0005737	ISO	ptgr2
GO:0016491	ISO	ptgr2
GO:0006693	ISO	ptgr2
GO:0036132	ISO	ptgr2
GO:0047522	ISO	ptgr2
GO:0005975	ISO	man2b2
GO:0003824	ISO	man2b2
GO:0004559	ISO	man2b2
GO:0006013	ISO	man2b2
GO:0030246	ISO	man2b2
GO:0046872	ISO	man2b2
GO:0016787	ISO	man2b2
GO:0008152	ISO	man2b2
GO:0005576	ISO	man2b2
GO:0016798	ISO	man2b2
GO:0070062	ISO	man2b2
GO:0004559	ISO	man2b2
GO:0006013	ISO	man2b2
GO:0006517	ISO	man2b2
GO:0005774	ISO	man2b2
GO:0009313	ISO	man2b2
GO:0043202	ISO	man2b2
GO:0005576	ISO	LOC107383497
GO:0008289	ISO	LOC107383497
GO:0006869	ISO	LOC107383497
GO:0042157	ISO	LOC107383497
GO:0005737	ISO	LOC107383497
GO:0016020	ISO	LOC107383497
GO:0008289	ISO	LOC107383497
GO:0043123	ISO	LOC107383497
GO:0006954	ISO	LOC107383497
GO:0005319	ISO	LOC107383497
GO:0042995	ISO	LOC107383621
GO:0005929	ISO	LOC107383621
GO:0002064	ISO	LOC107383621
GO:0003341	ISO	LOC107383621
GO:0007275	ISO	LOC107383621
GO:0007420	ISO	LOC107383621
GO:0021591	ISO	LOC107383621
GO:0060438	ISO	LOC107383621
GO:1904158	ISO	LOC107383621
GO:1990718	ISO	LOC107383621
GO:0008270	ISO	LOC107380757
GO:0006508	ISO	LOC107380757
GO:0004222	ISO	LOC107380757
GO:0008237	ISO	LOC107380757
GO:0062023	ISO	LOC107380757
GO:0046872	ISO	LOC107380757
GO:0016787	ISO	LOC107380757
GO:0008233	ISO	LOC107380757
GO:0005576	ISO	LOC107380757
GO:0004175	ISO	LOC107380757
GO:0008201	ISO	LOC107380757
GO:0050840	ISO	LOC107380757
GO:0005615	ISO	LOC107380757
GO:0009986	ISO	LOC107380757
GO:0032007	ISO	tbc1d7
GO:0090630	ISO	tbc1d7
GO:0005515	ISO	tbc1d7
GO:0031410	ISO	tbc1d7
GO:0031410	ISO	tbc1d7
GO:0005096	ISO	tbc1d7
GO:0005096	ISO	tbc1d7
GO:0005096	ISO	tbc1d7
GO:0017137	ISO	tbc1d7
GO:0090630	ISO	tbc1d7
GO:0036064	ISO	tbc1d7
GO:0043547	ISO	tbc1d7
GO:0005829	ISO	tbc1d7
GO:0090630	ISO	tbc1d7
GO:0031398	ISO	tbc1d7
GO:0032007	ISO	tbc1d7
GO:0032007	ISO	tbc1d7
GO:0017137	ISO	tbc1d7
GO:1902018	ISO	tbc1d7
GO:0070848	ISO	tbc1d7
GO:0007165	ISO	LOC107386538
GO:0005525	ISO	LOC107386538
GO:0003924	ISO	LOC107386538
GO:0005634	ISO	LOC107386538
GO:0005737	ISO	LOC107386538
GO:0016020	ISO	LOC107386538
GO:0000166	ISO	LOC107386538
GO:0003677	ISO	LOC107386538
GO:0005856	ISO	LOC107386538
GO:0005886	ISO	LOC107386538
GO:0043547	ISO	LOC107386538
GO:0042995	ISO	LOC107386538
GO:0008289	ISO	LOC107386538
GO:0005096	ISO	LOC107386538
GO:0005096	ISO	LOC107386538
GO:0036064	ISO	LOC107386538
GO:0005829	ISO	LOC107386538
GO:0051056	ISO	LOC107386538
GO:0032956	ISO	LOC107386538
GO:0005543	ISO	LOC107386538
GO:0016477	ISO	LOC107386538
GO:0030950	ISO	LOC107386538
GO:0007411	ISO	LOC107386538
GO:0044319	ISO	LOC107386538
GO:0030879	ISO	LOC107386538
GO:0005096	ISO	LOC107386538
GO:0050770	ISO	LOC107386538
GO:0021955	ISO	LOC107386538
GO:0045724	ISO	LOC107386538
GO:0010976	ISO	LOC107386538
GO:0035024	ISO	LOC107386538
GO:0007413	ISO	LOC107386538
GO:0008064	ISO	LOC107386538
GO:0001843	ISO	LOC107386538
GO:0007411	ISO	LOC107386538
GO:0007413	ISO	LOC107386538
GO:0008064	ISO	LOC107386538
GO:0008360	ISO	LOC107386538
GO:0010976	ISO	LOC107386538
GO:0016477	ISO	LOC107386538
GO:0021955	ISO	LOC107386538
GO:0030879	ISO	LOC107386538
GO:0030900	ISO	LOC107386538
GO:0030950	ISO	LOC107386538
GO:0031668	ISO	LOC107386538
GO:0031668	ISO	LOC107386538
GO:0032956	ISO	LOC107386538
GO:0035024	ISO	LOC107386538
GO:0043010	ISO	LOC107386538
GO:0043116	ISO	LOC107386538
GO:0044319	ISO	LOC107386538
GO:0045724	ISO	LOC107386538
GO:0050770	ISO	LOC107386538
GO:0097485	ISO	LOC107386538
GO:0097485	ISO	LOC107386538
GO:0015629	ISO	LOC107386538
GO:0036064	ISO	LOC107386538
GO:0003723	ISO	mrm1
GO:0006396	ISO	mrm1
GO:0008168	ISO	mrm1
GO:0008173	ISO	mrm1
GO:0003723	ISO	mrm1
GO:0016740	ISO	mrm1
GO:0032259	ISO	mrm1
GO:0005739	ISO	mrm1
GO:0005739	ISO	mrm1
GO:0005515	ISO	mrm1
GO:0006364	ISO	mrm1
GO:0005739	ISO	mrm1
GO:0005759	ISO	mrm1
GO:0070039	ISO	mrm1
GO:0000451	ISO	mrm1
GO:0001510	ISO	mrm1
GO:0005524	ISO	chd3
GO:0003723	ISO	chd3
GO:0005634	ISO	chd3
GO:0005634	ISO	chd3
GO:0005634	ISO	chd3
GO:0005737	ISO	chd3
GO:0005737	ISO	chd3
GO:0046872	ISO	chd3
GO:0000166	ISO	chd3
GO:0005654	ISO	chd3
GO:0005730	ISO	chd3
GO:0016787	ISO	chd3
GO:0008270	ISO	chd3
GO:0003677	ISO	chd3
GO:0005856	ISO	chd3
GO:0006325	ISO	chd3
GO:0005515	ISO	chd3
GO:0032508	ISO	chd3
GO:0034451	ISO	chd3
GO:0016887	ISO	chd3
GO:0003678	ISO	chd3
GO:0004386	ISO	chd3
GO:0004386	ISO	chd3
GO:0005813	ISO	chd3
GO:0005815	ISO	chd3
GO:0005654	ISO	chd3
GO:0007098	ISO	chd3
GO:0006355	ISO	chd3
GO:0003677	ISO	chd3
GO:1901796	ISO	chd3
GO:0006357	ISO	chd3
GO:0003678	ISO	chd3
GO:0007051	ISO	chd3
GO:0008270	ISO	chd3
GO:0043044	ISO	chd3
GO:0016581	ISO	chd3
GO:0036121	ISO	chd3
GO:0070615	ISO	chd3
GO:0006333	ISO	chd3
GO:0016581	ISO	chd3
GO:0008270	ISO	zmat4
GO:0003676	ISO	zmat4
GO:0005634	ISO	zmat4
GO:0046872	ISO	zmat4
GO:0003677	ISO	zmat4
GO:0005515	ISO	zmat4
GO:0005085	ISO	LOC107379830
GO:0005509	ISO	LOC107379830
GO:0035556	ISO	LOC107379830
GO:0007264	ISO	LOC107379830
GO:0005623	ISO	LOC107379830
GO:0005737	ISO	LOC107379830
GO:0016020	ISO	LOC107379830
GO:0046872	ISO	LOC107379830
GO:0005829	ISO	LOC107379830
GO:0005886	ISO	LOC107379830
GO:0005783	ISO	LOC107379830
GO:0005789	ISO	LOC107379830
GO:0008270	ISO	LOC107379830
GO:0005794	ISO	LOC107379830
GO:0005829	ISO	LOC107379830
GO:0005886	ISO	LOC107379830
GO:0042802	ISO	LOC107379830
GO:0000139	ISO	LOC107379830
GO:0030154	ISO	LOC107379830
GO:0005509	ISO	LOC107379830
GO:0005886	ISO	LOC107379830
GO:0042629	ISO	LOC107379830
GO:0043547	ISO	LOC107379830
GO:0005829	ISO	LOC107379830
GO:0031210	ISO	LOC107379830
GO:0001934	ISO	LOC107379830
GO:0000165	ISO	LOC107379830
GO:0070374	ISO	LOC107379830
GO:0042113	ISO	LOC107379830
GO:0007165	ISO	LOC107379830
GO:1902715	ISO	LOC107379830
GO:0016020	ISO	LOC107379830
GO:0030101	ISO	LOC107379830
GO:0042110	ISO	LOC107379830
GO:0007265	ISO	LOC107379830
GO:0005509	ISO	LOC107379830
GO:0046330	ISO	LOC107379830
GO:0005088	ISO	LOC107379830
GO:0046579	ISO	LOC107379830
GO:0008289	ISO	LOC107379830
GO:0042098	ISO	LOC107379830
GO:0045954	ISO	LOC107379830
GO:0005085	ISO	LOC107379830
GO:0019992	ISO	LOC107379830
GO:0001816	ISO	LOC107379830
GO:0001934	ISO	LOC107379830
GO:0002437	ISO	LOC107379830
GO:0014066	ISO	LOC107379830
GO:0032252	ISO	LOC107379830
GO:0032725	ISO	LOC107379830
GO:0032760	ISO	LOC107379830
GO:0032816	ISO	LOC107379830
GO:0032825	ISO	LOC107379830
GO:0033089	ISO	LOC107379830
GO:0042100	ISO	LOC107379830
GO:0043303	ISO	LOC107379830
GO:0043406	ISO	LOC107379830
GO:0047496	ISO	LOC107379830
GO:0070372	ISO	LOC107379830
GO:0090630	ISO	LOC107379830
GO:0090630	ISO	LOC107379830
GO:0090630	ISO	LOC107379830
GO:0005794	ISO	LOC107379830
GO:0016021	ISO	nipal3
GO:0015095	ISO	nipal3
GO:0015693	ISO	nipal3
GO:0016020	ISO	nipal3
GO:0005515	ISO	nipal3
GO:1903830	ISO	nipal3
GO:0016020	ISO	nipal3
GO:0015693	ISO	nipal3
GO:0005515	ISO	cdc40
GO:0000398	ISO	cdc40
GO:0071013	ISO	cdc40
GO:0003723	ISO	cdc40
GO:0006397	ISO	cdc40
GO:0008380	ISO	cdc40
GO:0005634	ISO	cdc40
GO:0016607	ISO	cdc40
GO:0016607	ISO	cdc40
GO:0005654	ISO	cdc40
GO:0005515	ISO	cdc40
GO:0005681	ISO	cdc40
GO:0000398	ISO	cdc40
GO:0000398	ISO	cdc40
GO:0071013	ISO	cdc40
GO:0005654	ISO	cdc40
GO:0006406	ISO	cdc40
GO:0006405	ISO	cdc40
GO:0031124	ISO	cdc40
GO:0000398	ISO	cdc40
GO:0071007	ISO	cdc40
GO:0071013	ISO	cdc40
GO:0005515	ISO	aspg
GO:0006520	ISO	aspg
GO:0004067	ISO	aspg
GO:0016740	ISO	aspg
GO:0016787	ISO	aspg
GO:0016746	ISO	aspg
GO:0006629	ISO	aspg
GO:0016042	ISO	aspg
GO:0005829	ISO	aspg
GO:0004622	ISO	aspg
GO:0004622	ISO	aspg
GO:0008652	ISO	aspg
GO:0003847	ISO	aspg
GO:0004067	ISO	aspg
GO:0004067	ISO	aspg
GO:0016747	ISO	aspg
GO:0006530	ISO	aspg
GO:0003723	ISO	ythdc1
GO:0003723	ISO	ythdc1
GO:0003723	ISO	ythdc1
GO:0006397	ISO	ythdc1
GO:0008380	ISO	ythdc1
GO:0005634	ISO	ythdc1
GO:0005634	ISO	ythdc1
GO:0016607	ISO	ythdc1
GO:0016607	ISO	ythdc1
GO:0005654	ISO	ythdc1
GO:0005886	ISO	ythdc1
GO:0005515	ISO	ythdc1
GO:0006406	ISO	ythdc1
GO:0009048	ISO	ythdc1
GO:0010608	ISO	ythdc1
GO:0006376	ISO	ythdc1
GO:0048024	ISO	ythdc1
GO:1990247	ISO	ythdc1
GO:1990247	ISO	ythdc1
GO:0000381	ISO	ythdc1
GO:0000398	ISO	ythdc1
GO:0001701	ISO	ythdc1
GO:0007283	ISO	ythdc1
GO:0010608	ISO	ythdc1
GO:0048160	ISO	ythdc1
GO:0110104	ISO	ythdc1
GO:0005654	ISO	ythdc1
GO:0016604	ISO	ythdc1
GO:0008168	ISO	LOC107377225
GO:0016740	ISO	LOC107377225
GO:0008033	ISO	LOC107377225
GO:0032259	ISO	LOC107377225
GO:0030488	ISO	LOC107377225
GO:0005634	ISO	LOC107377225
GO:0005737	ISO	LOC107377225
GO:0006400	ISO	LOC107377225
GO:0005737	ISO	LOC107377225
GO:0008175	ISO	LOC107377225
GO:0016300	ISO	LOC107377225
GO:0002098	ISO	LOC107377225
GO:0005524	ISO	LOC107394328
GO:0016020	ISO	LOC107394328
GO:0006468	ISO	LOC107394328
GO:0005856	ISO	LOC107394328
GO:0035556	ISO	LOC107394328
GO:0004672	ISO	LOC107394328
GO:0004713	ISO	LOC107394328
GO:0004715	ISO	LOC107394328
GO:0042393	ISO	LOC107394328
GO:0000166	ISO	LOC107394328
GO:0016301	ISO	LOC107394328
GO:0016740	ISO	LOC107394328
GO:0016310	ISO	LOC107394328
GO:0005654	ISO	LOC107394328
GO:0005886	ISO	LOC107394328
GO:0018108	ISO	LOC107394328
GO:0005925	ISO	LOC107394328
GO:0042531	ISO	LOC107394328
GO:0008285	ISO	LOC107394328
GO:0001774	ISO	LOC107394328
GO:0006919	ISO	LOC107394328
GO:0005737	ISO	LOC107394328
GO:0014068	ISO	LOC107394328
GO:0005634	ISO	LOC107394328
GO:0005623	ISO	LOC107394328
GO:0005634	ISO	LOC107394328
GO:0005737	ISO	LOC107394328
GO:0046872	ISO	LOC107394328
GO:0004713	ISO	LOC107394328
GO:0006325	ISO	LOC107394328
GO:0005515	ISO	LOC107394328
GO:0007165	ISO	LOC107394328
GO:0002376	ISO	LOC107394328
GO:0045087	ISO	LOC107394328
GO:0002250	ISO	LOC107394328
GO:0042802	ISO	LOC107394328
GO:0020037	ISO	LOC107394328
GO:0030218	ISO	LOC107394328
GO:0005654	ISO	LOC107394328
GO:0005829	ISO	LOC107394328
GO:0042169	ISO	LOC107394328
GO:0000165	ISO	LOC107394328
GO:0012505	ISO	LOC107394328
GO:0030154	ISO	LOC107394328
GO:0042981	ISO	LOC107394328
GO:0019221	ISO	LOC107394328
GO:0006468	ISO	LOC107394328
GO:0005102	ISO	LOC107394328
GO:0050731	ISO	LOC107394328
GO:0035722	ISO	LOC107394328
GO:0031904	ISO	LOC107394328
GO:0032496	ISO	LOC107394328
GO:0032760	ISO	LOC107394328
GO:0051770	ISO	LOC107394328
GO:0042393	ISO	LOC107394328
GO:0014068	ISO	LOC107394328
GO:0019221	ISO	LOC107394328
GO:0004672	ISO	LOC107394328
GO:0046777	ISO	LOC107394328
GO:0120162	ISO	LOC107394328
GO:0060333	ISO	LOC107394328
GO:0007259	ISO	LOC107394328
GO:0060396	ISO	LOC107394328
GO:0060334	ISO	LOC107394328
GO:0070102	ISO	LOC107394328
GO:0019901	ISO	LOC107394328
GO:0034612	ISO	LOC107394328
GO:0035556	ISO	LOC107394328
GO:0019221	ISO	LOC107394328
GO:0033209	ISO	LOC107394328
GO:0019221	ISO	LOC107394328
GO:0007498	ISO	LOC107394328
GO:0097191	ISO	LOC107394328
GO:0007596	ISO	LOC107394328
GO:0042535	ISO	LOC107394328
GO:0050725	ISO	LOC107394328
GO:0043392	ISO	LOC107394328
GO:0004672	ISO	LOC107394328
GO:0004713	ISO	LOC107394328
GO:0004713	ISO	LOC107394328
GO:0004713	ISO	LOC107394328
GO:0004715	ISO	LOC107394328
GO:0005131	ISO	LOC107394328
GO:0005131	ISO	LOC107394328
GO:0005131	ISO	LOC107394328
GO:0005143	ISO	LOC107394328
GO:0008022	ISO	LOC107394328
GO:0031702	ISO	LOC107394328
GO:0033130	ISO	LOC107394328
GO:0035401	ISO	LOC107394328
GO:0035401	ISO	LOC107394328
GO:0043548	ISO	LOC107394328
GO:0043560	ISO	LOC107394328
GO:0051428	ISO	LOC107394328
GO:0000186	ISO	LOC107394328
GO:0006915	ISO	LOC107394328
GO:0006979	ISO	LOC107394328
GO:0007167	ISO	LOC107394328
GO:0007186	ISO	LOC107394328
GO:0007204	ISO	LOC107394328
GO:0007259	ISO	LOC107394328
GO:0007259	ISO	LOC107394328
GO:0007260	ISO	LOC107394328
GO:0007260	ISO	LOC107394328
GO:0007260	ISO	LOC107394328
GO:0008284	ISO	LOC107394328
GO:0008631	ISO	LOC107394328
GO:0009755	ISO	LOC107394328
GO:0010667	ISO	LOC107394328
GO:0010811	ISO	LOC107394328
GO:0010870	ISO	LOC107394328
GO:0018108	ISO	LOC107394328
GO:0022408	ISO	LOC107394328
GO:0030041	ISO	LOC107394328
GO:0030218	ISO	LOC107394328
GO:0030335	ISO	LOC107394328
GO:0031103	ISO	LOC107394328
GO:0031959	ISO	LOC107394328
GO:0032024	ISO	LOC107394328
GO:0032516	ISO	LOC107394328
GO:0032731	ISO	LOC107394328
GO:0033194	ISO	LOC107394328
GO:0035409	ISO	LOC107394328
GO:0035409	ISO	LOC107394328
GO:0035556	ISO	LOC107394328
GO:0035722	ISO	LOC107394328
GO:0038155	ISO	LOC107394328
GO:0042307	ISO	LOC107394328
GO:0042976	ISO	LOC107394328
GO:0043065	ISO	LOC107394328
GO:0043388	ISO	LOC107394328
GO:0043524	ISO	LOC107394328
GO:0045348	ISO	LOC107394328
GO:0045428	ISO	LOC107394328
GO:0045428	ISO	LOC107394328
GO:0045429	ISO	LOC107394328
GO:0045597	ISO	LOC107394328
GO:0045822	ISO	LOC107394328
GO:0046425	ISO	LOC107394328
GO:0046579	ISO	LOC107394328
GO:0046677	ISO	LOC107394328
GO:0046777	ISO	LOC107394328
GO:0048008	ISO	LOC107394328
GO:0050727	ISO	LOC107394328
GO:0050729	ISO	LOC107394328
GO:0050804	ISO	LOC107394328
GO:0050867	ISO	LOC107394328
GO:0051091	ISO	LOC107394328
GO:0051770	ISO	LOC107394328
GO:0060333	ISO	LOC107394328
GO:0060391	ISO	LOC107394328
GO:0060397	ISO	LOC107394328
GO:0060397	ISO	LOC107394328
GO:0060397	ISO	LOC107394328
GO:0060399	ISO	LOC107394328
GO:0060548	ISO	LOC107394328
GO:0061180	ISO	LOC107394328
GO:0070106	ISO	LOC107394328
GO:0070671	ISO	LOC107394328
GO:0070757	ISO	LOC107394328
GO:0097296	ISO	LOC107394328
GO:0099527	ISO	LOC107394328
GO:1902728	ISO	LOC107394328
GO:1904037	ISO	LOC107394328
GO:1904707	ISO	LOC107394328
GO:0005829	ISO	LOC107394328
GO:0005901	ISO	LOC107394328
GO:0016363	ISO	LOC107394328
GO:0045121	ISO	LOC107394328
GO:0098794	ISO	LOC107394328
GO:0098978	ISO	LOC107394328
GO:0016020	ISO	csgr01h7orf73
GO:0016021	ISO	csgr01h7orf73
GO:0005739	ISO	csgr01h7orf73
GO:0005741	ISO	csgr01h7orf73
GO:0005758	ISO	csgr01h7orf73
GO:0031966	ISO	csgr01h7orf73
GO:0050718	ISO	csgr01h7orf73
GO:1900227	ISO	csgr01h7orf73
GO:0005746	ISO	csgr01h7orf73
GO:0016020	ISO	LOC107388398
GO:0022857	ISO	LOC107388398
GO:0055085	ISO	LOC107388398
GO:0016021	ISO	LOC107388398
GO:0050900	ISO	LOC107388398
GO:0005886	ISO	LOC107388398
GO:0005887	ISO	LOC107388398
GO:0006865	ISO	LOC107388398
GO:1902475	ISO	LOC107388398
GO:0005887	ISO	LOC107388398
GO:0016020	ISO	LOC107388398
GO:0015175	ISO	LOC107388398
GO:0015175	ISO	LOC107388398
GO:0015179	ISO	LOC107388398
GO:0006865	ISO	LOC107388398
GO:0015804	ISO	LOC107388398
GO:0015804	ISO	LOC107388398
GO:0015175	ISO	LOC107388398
GO:0015194	ISO	LOC107388398
GO:0015804	ISO	LOC107388398
GO:0015825	ISO	LOC107388398
GO:0042941	ISO	LOC107388398
GO:0042941	ISO	LOC107388398
GO:0042942	ISO	LOC107388398
GO:0042942	ISO	LOC107388398
GO:1904707	ISO	LOC107396802
GO:0060045	ISO	LOC107396802
GO:0045944	ISO	LOC107396802
GO:0045944	ISO	LOC107396802
GO:0003151	ISO	LOC107396802
GO:0030509	ISO	LOC107396802
GO:0030509	ISO	LOC107396802
GO:0045669	ISO	LOC107396802
GO:0016020	ISO	LOC107396802
GO:0016021	ISO	LOC107396802
GO:0046872	ISO	LOC107396802
GO:0000166	ISO	LOC107396802
GO:0004672	ISO	LOC107396802
GO:0004674	ISO	LOC107396802
GO:0005524	ISO	LOC107396802
GO:0016301	ISO	LOC107396802
GO:0016740	ISO	LOC107396802
GO:0006468	ISO	LOC107396802
GO:0016310	ISO	LOC107396802
GO:0005886	ISO	LOC107396802
GO:0005515	ISO	LOC107396802
GO:0009986	ISO	LOC107396802
GO:0005886	ISO	LOC107396802
GO:0005886	ISO	LOC107396802
GO:0004675	ISO	LOC107396802
GO:0043235	ISO	LOC107396802
GO:0004674	ISO	LOC107396802
GO:0006468	ISO	LOC107396802
GO:0007178	ISO	LOC107396802
GO:0042803	ISO	LOC107396802
GO:0016021	ISO	LOC107396802
GO:0005886	ISO	LOC107396802
GO:0009897	ISO	LOC107396802
GO:0004674	ISO	LOC107396802
GO:0005025	ISO	LOC107396802
GO:0005524	ISO	LOC107396802
GO:0046332	ISO	LOC107396802
GO:0046332	ISO	LOC107396802
GO:0006468	ISO	LOC107396802
GO:0009953	ISO	LOC107396802
GO:0030501	ISO	LOC107396802
GO:0030509	ISO	LOC107396802
GO:0030509	ISO	LOC107396802
GO:0071363	ISO	LOC107396802
GO:0071773	ISO	LOC107396802
GO:1990712	ISO	LOC107396802
GO:0007179	ISO	LOC107396802
GO:0003148	ISO	LOC107396802
GO:0003203	ISO	LOC107396802
GO:0003183	ISO	LOC107396802
GO:0006955	ISO	LOC107396802
GO:0005901	ISO	LOC107396802
GO:0014912	ISO	LOC107396802
GO:0010862	ISO	LOC107396802
GO:0060391	ISO	LOC107396802
GO:0061312	ISO	LOC107396802
GO:0061626	ISO	LOC107396802
GO:0003223	ISO	LOC107396802
GO:0003222	ISO	LOC107396802
GO:0035912	ISO	LOC107396802
GO:0003272	ISO	LOC107396802
GO:0098821	ISO	LOC107396802
GO:0004675	ISO	LOC107396802
GO:0003161	ISO	LOC107396802
GO:0003186	ISO	LOC107396802
GO:0003215	ISO	LOC107396802
GO:0060043	ISO	LOC107396802
GO:1904414	ISO	LOC107396802
GO:1905285	ISO	LOC107396802
GO:0000981	ISO	LOC107396802
GO:0098821	ISO	LOC107396802
GO:0001701	ISO	LOC107396802
GO:0001707	ISO	LOC107396802
GO:0001756	ISO	LOC107396802
GO:0001880	ISO	LOC107396802
GO:0002053	ISO	LOC107396802
GO:0002062	ISO	LOC107396802
GO:0003007	ISO	LOC107396802
GO:0003148	ISO	LOC107396802
GO:0003151	ISO	LOC107396802
GO:0003161	ISO	LOC107396802
GO:0003183	ISO	LOC107396802
GO:0003186	ISO	LOC107396802
GO:0003203	ISO	LOC107396802
GO:0003215	ISO	LOC107396802
GO:0003222	ISO	LOC107396802
GO:0003223	ISO	LOC107396802
GO:0003272	ISO	LOC107396802
GO:0007389	ISO	LOC107396802
GO:0007398	ISO	LOC107396802
GO:0007399	ISO	LOC107396802
GO:0007492	ISO	LOC107396802
GO:0007507	ISO	LOC107396802
GO:0009950	ISO	LOC107396802
GO:0009952	ISO	LOC107396802
GO:0009953	ISO	LOC107396802
GO:0014032	ISO	LOC107396802
GO:0019827	ISO	LOC107396802
GO:0021983	ISO	LOC107396802
GO:0021998	ISO	LOC107396802
GO:0030154	ISO	LOC107396802
GO:0030324	ISO	LOC107396802
GO:0030509	ISO	LOC107396802
GO:0035137	ISO	LOC107396802
GO:0035912	ISO	LOC107396802
GO:0042475	ISO	LOC107396802
GO:0042733	ISO	LOC107396802
GO:0045893	ISO	LOC107396802
GO:0045944	ISO	LOC107396802
GO:0048339	ISO	LOC107396802
GO:0048352	ISO	LOC107396802
GO:0048368	ISO	LOC107396802
GO:0048378	ISO	LOC107396802
GO:0048382	ISO	LOC107396802
GO:0048568	ISO	LOC107396802
GO:0048589	ISO	LOC107396802
GO:0048598	ISO	LOC107396802
GO:0050679	ISO	LOC107396802
GO:0050768	ISO	LOC107396802
GO:0051216	ISO	LOC107396802
GO:0060021	ISO	LOC107396802
GO:0060043	ISO	LOC107396802
GO:0060045	ISO	LOC107396802
GO:0060896	ISO	LOC107396802
GO:0060914	ISO	LOC107396802
GO:0061626	ISO	LOC107396802
GO:1902895	ISO	LOC107396802
GO:1904414	ISO	LOC107396802
GO:1904707	ISO	LOC107396802
GO:1905285	ISO	LOC107396802
GO:2000772	ISO	LOC107396802
GO:0030425	ISO	LOC107396802
GO:0043025	ISO	LOC107396802
GO:0005515	ISO	LOC107390499
GO:0007165	ISO	LOC107390499
GO:0060090	ISO	LOC107390499
GO:0005911	ISO	LOC107390499
GO:0046328	ISO	LOC107390499
GO:0005634	ISO	LOC107390499
GO:0016020	ISO	LOC107390499
GO:0016020	ISO	LOC107390499
GO:0000166	ISO	LOC107390499
GO:0005524	ISO	LOC107390499
GO:0005886	ISO	LOC107390499
GO:0030054	ISO	LOC107390499
GO:0005515	ISO	LOC107390499
GO:0006915	ISO	LOC107390499
GO:0030054	ISO	LOC107390499
GO:0005737	ISO	LOC107390499
GO:0007165	ISO	LOC107390499
GO:0005923	ISO	LOC107390499
GO:0005911	ISO	LOC107390499
GO:0016032	ISO	LOC107390499
GO:0046037	ISO	LOC107390499
GO:0046710	ISO	LOC107390499
GO:0035556	ISO	LOC107390499
GO:0004385	ISO	LOC107390499
GO:0005515	ISO	LOC107384021
GO:0003735	ISO	rps26
GO:0006412	ISO	rps26
GO:0005840	ISO	rps26
GO:0003723	ISO	rps26
GO:0005737	ISO	rps26
GO:0016020	ISO	rps26
GO:0006412	ISO	rps26
GO:0002181	ISO	rps26
GO:0005783	ISO	rps26
GO:0005829	ISO	rps26
GO:0005515	ISO	rps26
GO:0003729	ISO	rps26
GO:0003735	ISO	rps26
GO:0022627	ISO	rps26
GO:0022627	ISO	rps26
GO:0022627	ISO	rps26
GO:0003729	ISO	rps26
GO:0005654	ISO	rps26
GO:0005829	ISO	rps26
GO:0045296	ISO	rps26
GO:0070062	ISO	rps26
GO:0019083	ISO	rps26
GO:0006413	ISO	rps26
GO:0000184	ISO	rps26
GO:0005791	ISO	rps26
GO:0006614	ISO	rps26
GO:0098556	ISO	rps26
GO:0033119	ISO	rps26
GO:0015935	ISO	rps26
GO:0042788	ISO	rps26
GO:0003676	ISO	znf521
GO:0005634	ISO	znf521
GO:0046872	ISO	znf521
GO:0003677	ISO	znf521
GO:0007275	ISO	znf521
GO:0006355	ISO	znf521
GO:0030154	ISO	znf521
GO:0005634	ISO	znf521
GO:0003700	ISO	znf521
GO:0003677	ISO	znf521
GO:0019904	ISO	znf521
