go_id	Evidence	gene_id
GO:0030198	ISO	LOC107374948
GO:0008201	ISO	LOC107374948
GO:0030199	ISO	LOC107374948
GO:0030199	ISO	LOC107374948
GO:0005576	ISO	LOC107374948
GO:0043394	ISO	LOC107374948
GO:0048407	ISO	LOC107374948
GO:0032964	ISO	LOC107374948
GO:0030199	ISO	LOC107374948
GO:0043588	ISO	LOC107374948
GO:0097435	ISO	LOC107374948
GO:0048592	ISO	LOC107374948
GO:1903225	ISO	LOC107374948
GO:0005588	ISO	LOC107374948
GO:0005588	ISO	LOC107374948
GO:0035313	ISO	LOC107374948
GO:0045112	ISO	LOC107374948
GO:0005588	ISO	LOC107374948
GO:0016021	ISO	LOC107379827
GO:0005515	ISO	LOC107379827
GO:0016020	ISO	LOC107379827
GO:0006811	ISO	LOC107379827
GO:0055085	ISO	LOC107379827
GO:0005509	ISO	LOC107379827
GO:0006816	ISO	LOC107379827
GO:0070588	ISO	LOC107379827
GO:0005262	ISO	LOC107379827
GO:0005216	ISO	LOC107379827
GO:0006874	ISO	LOC107379827
GO:0005219	ISO	LOC107379827
GO:0010460	ISO	LOC107379827
GO:0010881	ISO	LOC107379827
GO:0010881	ISO	LOC107379827
GO:0005623	ISO	LOC107379827
GO:0003300	ISO	LOC107379827
GO:0002027	ISO	LOC107379827
GO:0005515	ISO	LOC107379827
GO:0007275	ISO	LOC107379827
GO:0005262	ISO	LOC107379827
GO:0005886	ISO	LOC107379827
GO:0005516	ISO	LOC107379827
GO:0005516	ISO	LOC107379827
GO:0005509	ISO	LOC107379827
GO:0034220	ISO	LOC107379827
GO:0016529	ISO	LOC107379827
GO:0033017	ISO	LOC107379827
GO:0032991	ISO	LOC107379827
GO:0030018	ISO	LOC107379827
GO:0044325	ISO	LOC107379827
GO:1903779	ISO	LOC107379827
GO:0005886	ISO	LOC107379827
GO:0051209	ISO	LOC107379827
GO:0051209	ISO	LOC107379827
GO:0033017	ISO	LOC107379827
GO:0019899	ISO	LOC107379827
GO:0042802	ISO	LOC107379827
GO:0019722	ISO	LOC107379827
GO:0016020	ISO	LOC107379827
GO:0005513	ISO	LOC107379827
GO:0060048	ISO	LOC107379827
GO:0071313	ISO	LOC107379827
GO:0086029	ISO	LOC107379827
GO:0014701	ISO	LOC107379827
GO:0016529	ISO	LOC107379827
GO:0030018	ISO	LOC107379827
GO:0030018	ISO	LOC107379827
GO:0033017	ISO	LOC107379827
GO:0034704	ISO	LOC107379827
GO:0033017	ISO	LOC107379827
GO:0055117	ISO	LOC107379827
GO:0035994	ISO	LOC107379827
GO:0006816	ISO	LOC107379827
GO:0051209	ISO	LOC107379827
GO:0006874	ISO	LOC107379827
GO:0015278	ISO	LOC107379827
GO:0051480	ISO	LOC107379827
GO:0086064	ISO	LOC107379827
GO:0010882	ISO	LOC107379827
GO:0001666	ISO	LOC107379827
GO:0034236	ISO	LOC107379827
GO:0005516	ISO	LOC107379827
GO:0005516	ISO	LOC107379827
GO:0005516	ISO	LOC107379827
GO:0098911	ISO	LOC107379827
GO:0086005	ISO	LOC107379827
GO:0070296	ISO	LOC107379827
GO:0035584	ISO	LOC107379827
GO:0071872	ISO	LOC107379827
GO:0071872	ISO	LOC107379827
GO:0042383	ISO	LOC107379827
GO:0098735	ISO	LOC107379827
GO:0005219	ISO	LOC107379827
GO:0005219	ISO	LOC107379827
GO:0048763	ISO	LOC107379827
GO:0031000	ISO	LOC107379827
GO:0071313	ISO	LOC107379827
GO:0005790	ISO	LOC107379827
GO:0030659	ISO	LOC107379827
GO:0034704	ISO	LOC107379827
GO:0060402	ISO	LOC107379827
GO:0098904	ISO	LOC107379827
GO:0098910	ISO	LOC107379827
GO:0034237	ISO	LOC107379827
GO:0051284	ISO	LOC107379827
GO:0051775	ISO	LOC107379827
GO:0098907	ISO	LOC107379827
GO:0014808	ISO	LOC107379827
GO:0014808	ISO	LOC107379827
GO:0003220	ISO	LOC107379827
GO:0048763	ISO	LOC107379827
GO:0015278	ISO	LOC107379827
GO:0003143	ISO	LOC107379827
GO:0015278	ISO	LOC107379827
GO:0019899	ISO	LOC107379827
GO:0019901	ISO	LOC107379827
GO:0042802	ISO	LOC107379827
GO:0043621	ISO	LOC107379827
GO:0043924	ISO	LOC107379827
GO:0097159	ISO	LOC107379827
GO:0001666	ISO	LOC107379827
GO:0002027	ISO	LOC107379827
GO:0003143	ISO	LOC107379827
GO:0003220	ISO	LOC107379827
GO:0003300	ISO	LOC107379827
GO:0010460	ISO	LOC107379827
GO:0010881	ISO	LOC107379827
GO:0014808	ISO	LOC107379827
GO:0014850	ISO	LOC107379827
GO:0019722	ISO	LOC107379827
GO:0031000	ISO	LOC107379827
GO:0060401	ISO	LOC107379827
GO:0071313	ISO	LOC107379827
GO:0071872	ISO	LOC107379827
GO:0072599	ISO	LOC107379827
GO:0086005	ISO	LOC107379827
GO:0086029	ISO	LOC107379827
GO:0097050	ISO	LOC107379827
GO:0097050	ISO	LOC107379827
GO:1901896	ISO	LOC107379827
GO:0005790	ISO	LOC107379827
GO:0030017	ISO	LOC107379827
GO:0030018	ISO	LOC107379827
GO:0034704	ISO	LOC107379827
GO:0051209	ISO	LOC107379827
GO:0016020	ISO	parp16
GO:0016021	ISO	parp16
GO:0003950	ISO	parp16
GO:0016020	ISO	parp16
GO:0016740	ISO	parp16
GO:0005783	ISO	parp16
GO:0005783	ISO	parp16
GO:0005789	ISO	parp16
GO:0016757	ISO	parp16
GO:0005515	ISO	parp16
GO:0003950	ISO	parp16
GO:0005783	ISO	parp16
GO:0006986	ISO	parp16
GO:0005829	ISO	parp16
GO:0043539	ISO	parp16
GO:0071902	ISO	parp16
GO:0005635	ISO	parp16
GO:0005635	ISO	parp16
GO:0030968	ISO	parp16
GO:0019900	ISO	parp16
GO:0060548	ISO	parp16
GO:0036498	ISO	parp16
GO:0003950	ISO	parp16
GO:1990404	ISO	parp16
GO:0006471	ISO	parp16
GO:0070213	ISO	parp16
GO:0070213	ISO	parp16
GO:0030968	ISO	parp16
GO:0043539	ISO	parp16
GO:0006471	ISO	parp16
GO:0034356	ISO	parp16
GO:0019900	ISO	parp16
GO:0071782	ISO	parp16
GO:0140289	ISO	parp16
GO:0071782	ISO	parp16
GO:1990830	ISO	parp16
GO:0016021	ISO	LOC107393701
GO:0005740	ISO	LOC107393701
GO:0043065	ISO	LOC107393701
GO:0005634	ISO	LOC107393701
GO:0016607	ISO	LOC107393701
GO:0016020	ISO	LOC107393701
GO:0043066	ISO	LOC107393701
GO:0005783	ISO	LOC107393701
GO:0005783	ISO	LOC107393701
GO:0005739	ISO	LOC107393701
GO:0005739	ISO	LOC107393701
GO:0042803	ISO	LOC107393701
GO:0005515	ISO	LOC107393701
GO:0006915	ISO	LOC107393701
GO:0005741	ISO	LOC107393701
GO:0005741	ISO	LOC107393701
GO:0042802	ISO	LOC107393701
GO:0051607	ISO	LOC107393701
GO:0051607	ISO	LOC107393701
GO:0005783	ISO	LOC107393701
GO:0005635	ISO	LOC107393701
GO:0043065	ISO	LOC107393701
GO:0016032	ISO	LOC107393701
GO:0042981	ISO	LOC107393701
GO:0005741	ISO	LOC107393701
GO:0005741	ISO	LOC107393701
GO:0005635	ISO	LOC107393701
GO:0005635	ISO	LOC107393701
GO:0031224	ISO	LOC107393701
GO:0071456	ISO	LOC107393701
GO:0005521	ISO	LOC107393701
GO:0005521	ISO	LOC107393701
GO:0042802	ISO	LOC107393701
GO:0010917	ISO	LOC107393701
GO:0016239	ISO	LOC107393701
GO:0035694	ISO	LOC107393701
GO:0035794	ISO	LOC107393701
GO:0043067	ISO	LOC107393701
GO:0060548	ISO	LOC107393701
GO:0097345	ISO	LOC107393701
GO:1903146	ISO	LOC107393701
GO:1903214	ISO	LOC107393701
GO:0005829	ISO	LOC107393701
GO:0016020	ISO	LOC107373627
GO:0006811	ISO	LOC107373627
GO:0038023	ISO	LOC107373627
GO:0015276	ISO	LOC107373627
GO:0005216	ISO	LOC107373627
GO:0004970	ISO	LOC107373627
GO:0016021	ISO	LOC107373627
GO:0034220	ISO	LOC107373627
GO:0005886	ISO	LOC107373627
GO:0030054	ISO	LOC107373627
GO:0045202	ISO	LOC107373627
GO:0045211	ISO	LOC107373627
GO:0005886	ISO	LOC107373627
GO:0005886	ISO	LOC107373627
GO:0035235	ISO	LOC107373627
GO:0060078	ISO	LOC107373627
GO:0038023	ISO	LOC107373627
GO:0045211	ISO	LOC107373627
GO:0050804	ISO	LOC107373627
GO:0005887	ISO	LOC107373627
GO:0008066	ISO	LOC107373627
GO:0007268	ISO	LOC107373627
GO:0035249	ISO	LOC107373627
GO:0042734	ISO	LOC107373627
GO:0015276	ISO	LOC107373627
GO:1904315	ISO	LOC107373627
GO:0098839	ISO	LOC107373627
GO:0007215	ISO	LOC107373627
GO:0015277	ISO	LOC107373627
GO:0015277	ISO	LOC107373627
GO:0032983	ISO	LOC107373627
GO:0032983	ISO	LOC107373627
GO:0042734	ISO	LOC107373627
GO:0098686	ISO	LOC107373627
GO:0099055	ISO	LOC107373627
GO:0099056	ISO	LOC107373627
GO:0005515	ISO	LOC107390736
GO:0016020	ISO	LOC107390736
GO:0016021	ISO	LOC107390736
GO:0007155	ISO	LOC107390736
GO:0005886	ISO	LOC107390736
GO:0005576	ISO	LOC107390736
GO:0007275	ISO	LOC107390736
GO:0030154	ISO	LOC107390736
GO:0007399	ISO	LOC107390736
GO:0043005	ISO	LOC107390736
GO:0070062	ISO	LOC107390736
GO:0016021	ISO	LOC107390736
GO:0007165	ISO	LOC107390736
GO:0007155	ISO	LOC107390736
GO:0002020	ISO	LOC107390736
GO:0001764	ISO	LOC107390736
GO:0007411	ISO	LOC107390736
GO:0008344	ISO	LOC107390736
GO:0031175	ISO	LOC107390736
GO:0035640	ISO	LOC107390736
GO:0043524	ISO	LOC107390736
GO:0050890	ISO	LOC107390736
GO:0030425	ISO	LOC107390736
GO:0045177	ISO	LOC107390736
GO:0016020	ISO	retsat
GO:0016020	ISO	retsat
GO:0016491	ISO	retsat
GO:0055114	ISO	retsat
GO:0005783	ISO	retsat
GO:0005789	ISO	retsat
GO:0005789	ISO	retsat
GO:0005789	ISO	retsat
GO:0042572	ISO	retsat
GO:0016491	ISO	retsat
GO:0051786	ISO	retsat
GO:0051786	ISO	retsat
GO:0051786	ISO	retsat
GO:0042572	ISO	retsat
GO:0042572	ISO	retsat
GO:0055114	ISO	retsat
GO:0005640	ISO	retsat
GO:0005640	ISO	retsat
GO:0031965	ISO	retsat
GO:0031965	ISO	retsat
GO:0016020	ISO	stx5
GO:0016192	ISO	stx5
GO:0016021	ISO	stx5
GO:0006886	ISO	stx5
GO:0005829	ISO	stx5
GO:0005794	ISO	stx5
GO:0005794	ISO	stx5
GO:0005515	ISO	stx5
GO:0000139	ISO	stx5
GO:0006886	ISO	stx5
GO:0006888	ISO	stx5
GO:0005484	ISO	stx5
GO:0000139	ISO	stx5
GO:0016021	ISO	stx5
GO:0005789	ISO	stx5
GO:0045296	ISO	stx5
GO:0012505	ISO	stx5
GO:0000149	ISO	stx5
GO:0005484	ISO	stx5
GO:0031201	ISO	stx5
GO:0006906	ISO	stx5
GO:0048278	ISO	stx5
GO:0047485	ISO	stx5
GO:0031982	ISO	stx5
GO:0006888	ISO	stx5
GO:0000139	ISO	stx5
GO:0048208	ISO	stx5
GO:0033116	ISO	stx5
GO:0012507	ISO	stx5
GO:0033116	ISO	stx5
GO:0005484	ISO	stx5
GO:0042147	ISO	stx5
GO:0031201	ISO	stx5
GO:0045732	ISO	stx5
GO:0090166	ISO	stx5
GO:0034498	ISO	stx5
GO:1903358	ISO	stx5
GO:0006888	ISO	stx5
GO:0048280	ISO	stx5
GO:0005783	ISO	stx5
GO:0031201	ISO	stx5
GO:0019904	ISO	LOC107379996
GO:0005739	ISO	LOC107379996
GO:0003723	ISO	LOC107379996
GO:0005737	ISO	LOC107379996
GO:0016020	ISO	LOC107379996
GO:0005925	ISO	LOC107379996
GO:0005515	ISO	LOC107379996
GO:0042802	ISO	LOC107379996
GO:0071901	ISO	LOC107379996
GO:0005829	ISO	LOC107379996
GO:0070062	ISO	LOC107379996
GO:0000086	ISO	LOC107379996
GO:0010389	ISO	LOC107379996
GO:0097711	ISO	LOC107379996
GO:0061024	ISO	LOC107379996
GO:0005159	ISO	LOC107379996
GO:0009966	ISO	LOC107379996
GO:0048167	ISO	LOC107379996
GO:0006469	ISO	LOC107379996
GO:1900740	ISO	LOC107379996
GO:0005080	ISO	LOC107379996
GO:0008426	ISO	LOC107379996
GO:0030971	ISO	LOC107379996
GO:0006605	ISO	LOC107379996
GO:0032869	ISO	LOC107379996
GO:0045664	ISO	LOC107379996
GO:0031982	ISO	LOC107379996
GO:0045202	ISO	LOC107379996
GO:0098793	ISO	LOC107379996
GO:0008270	ISO	LOC107388708
GO:0005634	ISO	LOC107388708
GO:0005634	ISO	LOC107388708
GO:0016607	ISO	LOC107388708
GO:0046872	ISO	LOC107388708
GO:0016740	ISO	LOC107388708
GO:0003677	ISO	LOC107388708
GO:0005515	ISO	LOC107388708
GO:0003713	ISO	LOC107388708
GO:0045893	ISO	LOC107388708
GO:0005634	ISO	LOC107388708
GO:0006357	ISO	LOC107388708
GO:0003712	ISO	LOC107388708
GO:0016605	ISO	LOC107388708
GO:0016605	ISO	LOC107388708
GO:0005654	ISO	LOC107388708
GO:0016925	ISO	LOC107388708
GO:0016925	ISO	LOC107388708
GO:0042127	ISO	LOC107388708
GO:0005634	ISO	LOC107388708
GO:0019899	ISO	LOC107388708
GO:0003714	ISO	LOC107388708
GO:0019789	ISO	LOC107388708
GO:0016925	ISO	LOC107388708
GO:0016925	ISO	LOC107388708
GO:0030521	ISO	LOC107388708
GO:0007259	ISO	LOC107388708
GO:0060334	ISO	LOC107388708
GO:0050681	ISO	LOC107388708
GO:0032436	ISO	LOC107388708
GO:0001085	ISO	LOC107388708
GO:0061665	ISO	LOC107388708
GO:0061665	ISO	LOC107388708
GO:0016925	ISO	LOC107388708
GO:0033235	ISO	LOC107388708
GO:0008022	ISO	LOC107388708
GO:0008134	ISO	LOC107388708
GO:0019904	ISO	LOC107388708
GO:0031625	ISO	LOC107388708
GO:0000082	ISO	LOC107388708
GO:0000122	ISO	LOC107388708
GO:0007283	ISO	LOC107388708
GO:0008542	ISO	LOC107388708
GO:0032436	ISO	LOC107388708
GO:0033235	ISO	LOC107388708
GO:0042127	ISO	LOC107388708
GO:0043066	ISO	LOC107388708
GO:0045444	ISO	LOC107388708
GO:0045893	ISO	LOC107388708
GO:0051152	ISO	LOC107388708
GO:0065004	ISO	LOC107388708
GO:0003824	ISO	lias
GO:0051539	ISO	lias
GO:0051536	ISO	lias
GO:0016992	ISO	lias
GO:0009107	ISO	lias
GO:0046872	ISO	lias
GO:0016740	ISO	lias
GO:0005739	ISO	lias
GO:0005739	ISO	lias
GO:0006954	ISO	lias
GO:0016783	ISO	lias
GO:0016992	ISO	lias
GO:0001843	ISO	lias
GO:0006954	ISO	lias
GO:0006979	ISO	lias
GO:0009107	ISO	lias
GO:0009249	ISO	lias
GO:0032496	ISO	lias
GO:0005737	ISO	lias
GO:0005739	ISO	lias
GO:0005759	ISO	lias
GO:0032496	ISO	lias
GO:0034641	ISO	lias
GO:0006979	ISO	lias
GO:0016992	ISO	lias
GO:0009107	ISO	lias
GO:0003677	ISO	polr2j
GO:0003899	ISO	polr2j
GO:0006351	ISO	polr2j
GO:0006366	ISO	polr2j
GO:0005665	ISO	polr2j
GO:0046983	ISO	polr2j
GO:0001055	ISO	polr2j
GO:0005634	ISO	polr2j
GO:0005634	ISO	polr2j
GO:0005515	ISO	polr2j
GO:0005654	ISO	polr2j
GO:0006366	ISO	polr2j
GO:0060964	ISO	polr2j
GO:0006366	ISO	polr2j
GO:0006368	ISO	polr2j
GO:0006370	ISO	polr2j
GO:0050434	ISO	polr2j
GO:0006367	ISO	polr2j
GO:0003899	ISO	polr2j
GO:0042795	ISO	polr2j
GO:0000398	ISO	polr2j
GO:0003899	ISO	polr2j
GO:0006283	ISO	polr2j
GO:0006351	ISO	polr2j
GO:0008543	ISO	polr2j
GO:0016070	ISO	polr2j
GO:0035019	ISO	polr2j
GO:0005665	ISO	polr2j
GO:0005665	ISO	polr2j
GO:0030275	ISO	polr2j
GO:0003876	ISO	LOC107388318
GO:0032264	ISO	LOC107388318
GO:0019239	ISO	LOC107388318
GO:0009168	ISO	LOC107388318
GO:0046872	ISO	LOC107388318
GO:0016787	ISO	LOC107388318
GO:0005515	ISO	LOC107388318
GO:0009117	ISO	LOC107388318
GO:0005576	ISO	LOC107388318
GO:0005829	ISO	LOC107388318
GO:0005829	ISO	LOC107388318
GO:0043312	ISO	LOC107388318
GO:0034774	ISO	LOC107388318
GO:1904813	ISO	LOC107388318
GO:0043101	ISO	LOC107388318
GO:0003876	ISO	LOC107388318
GO:0003876	ISO	LOC107388318
GO:0006188	ISO	LOC107388318
GO:0046033	ISO	LOC107388318
GO:0006188	ISO	LOC107388318
GO:0006196	ISO	LOC107388318
GO:0034101	ISO	LOC107388318
GO:0046031	ISO	LOC107388318
GO:0046033	ISO	LOC107388318
GO:0046034	ISO	LOC107388318
GO:0046039	ISO	LOC107388318
GO:0097009	ISO	LOC107388318
GO:0003676	ISO	mcm3ap
GO:0051028	ISO	mcm3ap
GO:0005634	ISO	mcm3ap
GO:0005634	ISO	mcm3ap
GO:0005737	ISO	mcm3ap
GO:0015031	ISO	mcm3ap
GO:0016740	ISO	mcm3ap
GO:0005654	ISO	mcm3ap
GO:0005829	ISO	mcm3ap
GO:0016746	ISO	mcm3ap
GO:0031965	ISO	mcm3ap
GO:0005694	ISO	mcm3ap
GO:0005829	ISO	mcm3ap
GO:0004402	ISO	mcm3ap
GO:0004402	ISO	mcm3ap
GO:0005643	ISO	mcm3ap
GO:0005654	ISO	mcm3ap
GO:0070390	ISO	mcm3ap
GO:0002376	ISO	mcm3ap
GO:0005634	ISO	mcm3ap
GO:0005515	ISO	mcm3ap
GO:0005737	ISO	mcm3ap
GO:0003682	ISO	mcm3ap
GO:0016573	ISO	mcm3ap
GO:0005634	ISO	mcm3ap
GO:0042393	ISO	mcm3ap
GO:0005635	ISO	mcm3ap
GO:0044615	ISO	mcm3ap
GO:0010484	ISO	mcm3ap
GO:0006406	ISO	mcm3ap
GO:0016446	ISO	mcm3ap
GO:0016973	ISO	mcm3ap
GO:0034728	ISO	mcm3ap
GO:0043966	ISO	mcm3ap
GO:0070390	ISO	mcm3ap
GO:0016021	ISO	LOC107380219
GO:0005198	ISO	LOC107380219
GO:0005923	ISO	LOC107380219
GO:0016020	ISO	LOC107380219
GO:0005783	ISO	LOC107380219
GO:0005886	ISO	LOC107380219
GO:0005886	ISO	LOC107380219
GO:0005515	ISO	LOC107380219
GO:0030054	ISO	LOC107380219
GO:0042802	ISO	LOC107380219
GO:0005923	ISO	LOC107380219
GO:0016323	ISO	LOC107380219
GO:0016327	ISO	LOC107380219
GO:0016338	ISO	LOC107380219
GO:0016021	ISO	LOC107380622
GO:0005783	ISO	LOC107380622
GO:0009922	ISO	LOC107380622
GO:0019367	ISO	LOC107380622
GO:0042761	ISO	LOC107380622
GO:0016020	ISO	LOC107380622
GO:0016740	ISO	LOC107380622
GO:0005783	ISO	LOC107380622
GO:0005789	ISO	LOC107380622
GO:0006629	ISO	LOC107380622
GO:0102336	ISO	LOC107380622
GO:0102337	ISO	LOC107380622
GO:0102338	ISO	LOC107380622
GO:0102756	ISO	LOC107380622
GO:0006631	ISO	LOC107380622
GO:0006633	ISO	LOC107380622
GO:0006636	ISO	LOC107380622
GO:0034626	ISO	LOC107380622
GO:0034626	ISO	LOC107380622
GO:0042761	ISO	LOC107380622
GO:0005515	ISO	LOC107380622
GO:0034625	ISO	LOC107380622
GO:0035338	ISO	LOC107380622
GO:0005789	ISO	LOC107380622
GO:0009922	ISO	LOC107380622
GO:0009922	ISO	LOC107380622
GO:0019367	ISO	LOC107380622
GO:0019367	ISO	LOC107380622
GO:0030148	ISO	LOC107380622
GO:0034625	ISO	LOC107380622
GO:0034626	ISO	LOC107380622
GO:0035338	ISO	LOC107380622
GO:0042761	ISO	LOC107380622
GO:0030176	ISO	LOC107380622
GO:0005737	ISO	odf3b
GO:0007275	ISO	odf3b
GO:0030154	ISO	odf3b
GO:0007283	ISO	odf3b
GO:0005515	ISO	odf3b
GO:0001520	ISO	odf3b
GO:0005615	ISO	il34
GO:0008284	ISO	il34
GO:0005157	ISO	il34
GO:0001934	ISO	il34
GO:0008083	ISO	il34
GO:0005615	ISO	il34
GO:0005576	ISO	il34
GO:0005125	ISO	il34
GO:0006954	ISO	il34
GO:0002376	ISO	il34
GO:0045087	ISO	il34
GO:0005615	ISO	il34
GO:0005576	ISO	il34
GO:0001934	ISO	il34
GO:0008284	ISO	il34
GO:0005125	ISO	il34
GO:0019221	ISO	il34
GO:0008284	ISO	il34
GO:0005157	ISO	il34
GO:0045651	ISO	il34
GO:0048714	ISO	il34
GO:0005157	ISO	il34
GO:0045651	ISO	il34
GO:0045657	ISO	il34
GO:0045657	ISO	il34
GO:0010628	ISO	il34
GO:0048714	ISO	il34
GO:0061518	ISO	il34
GO:0046872	ISO	LOC107394418
GO:0006935	ISO	LOC107394418
GO:0016787	ISO	LOC107394418
GO:0006955	ISO	LOC107394418
GO:0003824	ISO	LOC107394418
GO:0003676	ISO	LOC107394418
GO:0005044	ISO	LOC107394418
GO:0004622	ISO	LOC107394418
GO:0030334	ISO	LOC107394418
GO:0030247	ISO	LOC107394418
GO:0045765	ISO	LOC107394418
GO:0004528	ISO	LOC107394418
GO:0004551	ISO	LOC107394418
GO:0016787	ISO	LOC107394418
GO:0008270	ISO	LOC107394418
GO:0008270	ISO	LOC107394418
GO:0006629	ISO	LOC107394418
GO:0016042	ISO	LOC107394418
GO:0005615	ISO	LOC107394418
GO:0005615	ISO	LOC107394418
GO:0090305	ISO	LOC107394418
GO:0005576	ISO	LOC107394418
GO:0005509	ISO	LOC107394418
GO:0005509	ISO	LOC107394418
GO:0006935	ISO	LOC107394418
GO:0005615	ISO	LOC107394418
GO:0006897	ISO	LOC107394418
GO:0009395	ISO	LOC107394418
GO:0005509	ISO	LOC107394418
GO:0008270	ISO	LOC107394418
GO:0030334	ISO	LOC107394418
GO:0005886	ISO	LOC107394418
GO:0008134	ISO	LOC107394418
GO:0010634	ISO	LOC107394418
GO:0010634	ISO	LOC107394418
GO:0050731	ISO	LOC107394418
GO:0048870	ISO	LOC107394418
GO:0004622	ISO	LOC107394418
GO:0030149	ISO	LOC107394418
GO:2000394	ISO	LOC107394418
GO:0004528	ISO	LOC107394418
GO:0034638	ISO	LOC107394418
GO:0004528	ISO	LOC107394418
GO:0004622	ISO	LOC107394418
GO:0005509	ISO	LOC107394418
GO:0008270	ISO	LOC107394418
GO:0047391	ISO	LOC107394418
GO:0047391	ISO	LOC107394418
GO:0006644	ISO	LOC107394418
GO:0034638	ISO	LOC107394418
GO:0034638	ISO	LOC107394418
GO:0005615	ISO	LOC107394418
GO:0016020	ISO	LOC107394418
GO:0016021	ISO	LOC107394418
GO:0046872	ISO	cad
GO:0005524	ISO	cad
GO:0016787	ISO	cad
GO:0006520	ISO	cad
GO:0006207	ISO	cad
GO:0004070	ISO	cad
GO:0016812	ISO	cad
GO:0016743	ISO	cad
GO:0006807	ISO	cad
GO:0016597	ISO	cad
GO:0004088	ISO	cad
GO:0006541	ISO	cad
GO:0016810	ISO	cad
GO:0005634	ISO	cad
GO:0005634	ISO	cad
GO:0005737	ISO	cad
GO:0016020	ISO	cad
GO:0000166	ISO	cad
GO:0016740	ISO	cad
GO:0005654	ISO	cad
GO:0008270	ISO	cad
GO:0016874	ISO	cad
GO:0003824	ISO	cad
GO:0008152	ISO	cad
GO:0006221	ISO	cad
GO:0005829	ISO	cad
GO:0042802	ISO	cad
GO:0005737	ISO	cad
GO:0005829	ISO	cad
GO:0070062	ISO	cad
GO:0044205	ISO	cad
GO:0005829	ISO	cad
GO:0019899	ISO	cad
GO:0042802	ISO	cad
GO:0016363	ISO	cad
GO:0004672	ISO	cad
GO:0018107	ISO	cad
GO:0042995	ISO	cad
GO:0005524	ISO	cad
GO:0043025	ISO	cad
GO:0019240	ISO	cad
GO:0043195	ISO	cad
GO:0046777	ISO	cad
GO:0017144	ISO	cad
GO:0046134	ISO	cad
GO:0004088	ISO	cad
GO:0004070	ISO	cad
GO:0004070	ISO	cad
GO:0004088	ISO	cad
GO:0004151	ISO	cad
GO:0004151	ISO	cad
GO:0004151	ISO	cad
GO:0004151	ISO	cad
GO:0042802	ISO	cad
GO:0070335	ISO	cad
GO:0001889	ISO	cad
GO:0006207	ISO	cad
GO:0006207	ISO	cad
GO:0006207	ISO	cad
GO:0006228	ISO	cad
GO:0006228	ISO	cad
GO:0006541	ISO	cad
GO:0006541	ISO	cad
GO:0006807	ISO	cad
GO:0007507	ISO	cad
GO:0007565	ISO	cad
GO:0007595	ISO	cad
GO:0014075	ISO	cad
GO:0017144	ISO	cad
GO:0019240	ISO	cad
GO:0031000	ISO	cad
GO:0031100	ISO	cad
GO:0032868	ISO	cad
GO:0033574	ISO	cad
GO:0035690	ISO	cad
GO:0042594	ISO	cad
GO:0051414	ISO	cad
GO:0071364	ISO	cad
GO:0005829	ISO	cad
GO:0032991	ISO	cad
GO:0042995	ISO	cad
GO:0043025	ISO	cad
GO:0043195	ISO	cad
GO:0006364	ISO	rrp1b
GO:0030688	ISO	rrp1b
GO:0003723	ISO	rrp1b
GO:0005634	ISO	rrp1b
GO:0005730	ISO	rrp1b
GO:0005515	ISO	rrp1b
GO:0005730	ISO	rrp1b
GO:0005730	ISO	rrp1b
GO:0005634	ISO	rrp1b
GO:0030687	ISO	rrp1b
GO:0005634	ISO	rrp1b
GO:0006364	ISO	rrp1b
GO:0005515	ISO	zbtb20
GO:0003676	ISO	zbtb20
GO:0005623	ISO	zbtb20
GO:0005634	ISO	zbtb20
GO:0005634	ISO	zbtb20
GO:0005737	ISO	zbtb20
GO:0046872	ISO	zbtb20
GO:0005654	ISO	zbtb20
GO:0003677	ISO	zbtb20
GO:0016604	ISO	zbtb20
GO:0005634	ISO	zbtb20
GO:0003677	ISO	zbtb20
GO:0000977	ISO	zbtb20
GO:0001227	ISO	zbtb20
GO:0044212	ISO	zbtb20
GO:0055088	ISO	zbtb20
GO:0045821	ISO	zbtb20
GO:0046889	ISO	zbtb20
GO:0071333	ISO	zbtb20
GO:0001227	ISO	zbtb20
GO:0044212	ISO	zbtb20
GO:0000122	ISO	zbtb20
GO:0010629	ISO	zbtb20
GO:0032728	ISO	zbtb20
GO:0032755	ISO	zbtb20
GO:0032760	ISO	zbtb20
GO:0045821	ISO	zbtb20
GO:0045892	ISO	zbtb20
GO:0046889	ISO	zbtb20
GO:0055088	ISO	zbtb20
GO:0071333	ISO	zbtb20
GO:0005737	ISO	zbtb20
GO:0005525	ISO	LOC107386114
GO:0005737	ISO	LOC107386114
GO:0000166	ISO	LOC107386114
GO:0005829	ISO	LOC107386114
GO:0005829	ISO	LOC107386114
GO:0005829	ISO	LOC107386114
GO:0005515	ISO	tbl3
GO:0006364	ISO	tbl3
GO:0032040	ISO	tbl3
GO:0003723	ISO	tbl3
GO:0005634	ISO	tbl3
GO:0005654	ISO	tbl3
GO:0005730	ISO	tbl3
GO:0005515	ISO	tbl3
GO:0005730	ISO	tbl3
GO:0000462	ISO	tbl3
GO:0032040	ISO	tbl3
GO:0034388	ISO	tbl3
GO:0005654	ISO	tbl3
GO:0006364	ISO	tbl3
GO:0030515	ISO	tbl3
GO:0016020	ISO	tmem260
GO:0016021	ISO	tmem260
GO:0016020	ISO	LOC107387155
GO:0016021	ISO	LOC107387155
GO:0003676	ISO	LOC107388076
